label,text
1,"Subcategory:TYPO3 ~ Subject:Sicherheitslücke bei TYPO3 erkannt – Sofortiges Update nötig ~ Email:Sehr geehrtes Support-Team,
wir haben in unserer TYPO3-Installation eine kritische Sicherheitslücke entdeckt, die sofort behoben werden muss, um die Datensicherheit zu gewährleisten. Unsere Webseite läuft auf Version 10.4 und ist für unsere Kunden essentiell. Können Sie uns bitte dringend ein entsprechendes Security-Update bereitstellen und bei der Installation unterstützen? Wir warten auf Ihre schnelle Rückmeldung."
1,"Subcategory:SaltStack ~ Subject:Dringend - Sicherheitslücke SaltStack, Update dringend erforderlich ~ Email:Sehr geehrtes Support-Team, wir haben eine kritische Sicherheitslücke in SaltStack gefunden und benötigen dringend ein Update oder einen Fix. Dies gefährdet unsere gesamte Infrastruktur. Bitte um sofortige Unterstützung."
2,"Subcategory:Temperature Sensor ~ Subject:High Priority: Temperature Sensor Not Powering Up ~ Email:I urgently need assistance with my hardware temperature sensor, which I depend on daily for work. It will not power on despite multiple troubleshooting attempts. This issue is critical as it affects my daily operations."
1,"Subcategory:PCI DSS Compliance ~ Subject:Problème critique avec PCI DSS Compliance ~ Email:Bonjour, nous utilisons la solution PCI DSS Compliance, et elle ne démarre plus depuis l'import récent de quelques données. Nos opérations sont complètement paralysées. Merci de nous aider en urgence."
1,Subcategory:Investor Relations ~ Subject:Dringend: Software Investor Relations startet nicht ~ Email:Meine Software Investor Relations startet plötzlich nicht mehr. Brauche Hilfe!
2,"Subcategory:Combiner ~ Subject:Combiner présente un bug - mise à jour demandée ~ Email:Bonjour Support,
J'utilise le Combiner acheté récemment et j'ai remarqué un bug lors du fonctionnement prolongé. Le panneau de contrôle se fige après quelques heures. Pourriez-vous m'aider avec une solution ou une mise à jour? Merci d'avance et bonne journée!
Jean."
2,"Subcategory:Surveillance System ~ Subject:Issue with Surveillance System Firmware ~ Email:Dear Support,
I have encountered a minor bug with my surveillance system's firmware. The cameras occasionally lose connection for a few seconds then reconnect. This happens 2-3 times a day. Could you please provide a firmware update? I'm using model SS-2021A. Thank you, Customer #45678."
0,"Subcategory:Customer Inquiries ~ Subject:Rechnung für Software-Upgrade Februar Anforderung ~ Email:Guten Tag, ich benötige dringend eine Rechnung für das Software-Upgrade, das wir im Februar durchgeführt haben. Die Adresse auf allen Dokumenten sollte auf Musterstraße 50, 12345 Musterstadt geändert werden. Bitte schicken Sie die Rechnung per E-Mail an unseren Buchhaltungsdienst. Danke!"
1,"Subcategory:Fleet Management ~ Subject:Fleet Management Update Question ~ Email:Hi Team, 
 
I'm using Fleet Management and think it might be time for an update. Not urgent, just a thought. Also, could you say if the next invoice could show my new company name: LogiCorp?
 
Thanks"
1,"Subcategory:TeamCity ~ Subject:Error con TeamCity al actualizar ~ Email:Hola equipo de soporte, he encontrado un error después de actualizar a la última versión de TeamCity. Las compilaciones ahora fallan con un mensaje de excepción. ¿Me podrían ayudar a solucionar este problema? Gracias de antemano. Saludos, Usuario123"
1,"Subcategory:Google Workspace ~ Subject:Mise à jour nécessaire pour Google Workspace ~ Email:Bonjour, j'ai remarqué un bug avec Google Workspace. Pouvez-vous fournir une mise à jour logicielle et aussi vérifier la concordance des emails? Merci d'avance."
2,"Subcategory:Xbox Wireless Controller ~ Subject:Request for Minor Change in Xbox Controller ~ Email:Dear Support Team, I recently received my Xbox Wireless Controller, and it works perfectly. However, could you please issue the next invoice under the company name 'GammaTech Inc.'? Furthermore, could you quote an update option? No rush."
1,"Subcategory:Autodesk Fusion 360 ~ Subject:Bug sur Autodesk Fusion 360 ~ Email:Bonjour, un bug apparaît sur Fusion 360. Pouvez vous m'aider?"
1,"Subcategory:Augmented Reality ~ Subject:Request for Small Change on Invoice - Augmented Reality ~ Email:Hello Support Team,

I hope you are doing well. I'd like to request a minor change on my latest invoice from your Augmented Reality software. Can you please update the company name to TechSmith Innovations? There’s no rush; I just wanted to have this information correct in our records. Also, could you let me know if there are any upcoming updates for the software?

Thank you,
John Doe"
2,"Subcategory:Smart-Kräutergarten ~ Subject:Problème avec Smart-Kräutergarten ~ Email:Bonjour, j'ai remarqué un problème avec mon Smart-Kräutergarten. Le capteur de lumière semble ne pas fonctionner correctement. Pourriez-vous vérifier si une mise à jour est nécessaire? Merci."
1,"Subcategory:Excel 2021 ~ Subject:Urgent Crash Issue with Excel 2021 ~ Email:Hello Support Team, My Excel 2021 keeps crashing every time I try to open it. I’ve tried multiple solutions: reinstalling, clearing temp files, but nothing has worked. This is critical for my financial reports, and I can't accomplish my work. Please assist ASAP!"
1,Subcategory:Utility Billing ~ Subject:Angebotsanfrage Softwareentwicklung ~ Email:Wir benötigen ein Angebot für eine neue Software.
1,"Subcategory:iOS ~ Subject:Upgrade to Latest iOS Version and Bug Report ~ Email:Hi Support Team,
I'm experiencing an issue with the iOS system, and I'm also interested in upgrading to the latest beta version for testing. Can you assist me with both? Here's the ticket number UG123456BT.
Best,
Dave"
1,"Subcategory:Autodesk Fusion 360 ~ Subject:Autodesk Fusion 360 Unusable Post-Update ~ Email:Hello Support Team,
I urgently need assistance as I am unable to use Autodesk Fusion 360 after the recent software update. It crashes on startup and displays error code 0x80370002. I've tried reinstalling and rebooting several times with no success. As an architect, this software is crucial for my ongoing projects. Please provide an immediate fix, this is severely impacting my work. Cheers, Andy.
Customer ID: 84910439
Order ID:  Pause-Up-AU-S'ordre"
2,"Subcategory:Grid Antenna ~ Subject:Note of Upgrade for Grid Antenna ~ Email:Hello, I noticed a small issue with my current Grid Antenna system. There is no urgency, but an update might help. Can you provide a potential upgrade offer?"
0,"Subcategory:Complaints ~ Subject:Billing Error - Urgent Correction Needed ~ Email:Dear Team, my Apple software was hacked and I urgently need an emergency correction to resolve the billing error caused by it. Please assist me immediately."
2,"Subcategory:Bose QuietComfort 35 II Gaming Headset ~ Subject:Question about future updates for Bose QC35 II Gaming ~ Email:Hi Support Team, I’ve been using the Bose QuietComfort 35 II Gaming Headset for a while and I might consider an update in the future. Also, could you let me know if it’s possible to specify a different company name on my next invoice? Not urgent at all. Thanks for the help!"
1,"Subcategory:AML Compliance ~ Subject:Problème critique avec AML Compliance - aide urgente requise ~ Email:Bonjour, mon logiciel AML Compliance refuse de démarrer soudainement et j'en ai un besoin crucial pour mon travail quotidien. Toutes mes tentatives de dépannage ont échoué. Votre intervention d'urgence est nécessaire."
1,"Subcategory:GitHub ~ Subject:Problema al actualizar GitHub ~ Email:Hola equipo de soporte,

Utilizo GitHub y he notado un pequeño error en la última versión. Cada vez que intento hacer una 'pull request', la aplicación lanza un error inesperado. ¿Pueden asesorarme sobre cómo solucionarlo? Necesito un informe rápido para mi equipo."
0,"Subcategory:Health Checks ~ Subject:Bitte um Änderung meiner nächsten Rechnung ~ Email:Liebes Support-Team,

könnten Sie bitte bei meiner nächsten Rechnung den Unternehmensnamen von Müller & Co. GmbH auf Müller & Partner GmbH ändern? Es ist zwar nicht dringend, aber es wäre schön, wenn das möglich wäre. Außerdem wäre ich dankbar für ein Angebot für ein Produkt aus Ihrer Employee Health and Safety Reihe - speziell für Gesundheit Checks.

Vielen Dank im Voraus für Ihre Hilfe und einen schönen Tag!"
1,"Subcategory:Nuendo 11 ~ Subject:Inquiry about Invoice Change for Nuendo 11 ~ Email:Hi Support Team, I hope this message finds you well. I’m using Nuendo 11 and I was wondering if you could help me change the company name on my next invoice to 'XYZ Productions'. This isn’t urgent, but it would be great if you could assist me at your earliest convenience. Your help is truly appreciated. Thanks in advance for your cooperation. Regards, Tony"
1,Subcategory:Flywheel ~ Subject:Problema con Flywheel: solicitud de presupuesto de desarrollo ~ Email:Hola equipo: Soy un usuario nuevo de Flywheel y necesito un presupuesto para un desarrollo de software a medida. También noté un pequeño error al iniciar la aplicación. ¿Podrían contactarme y proporcionar la factura? Gracias. Saludos.
1,"Subcategory:Disk Management ~ Subject:Probleme mit Disk Management und Anfrage auf Update ~ Email:Hallo Support-Team, 

Ich habe in unserer Firma die Software Disk Management im Einsatz und habe bemerkt, dass es gelegentlich zu Abstürzen kommt. Dafür würde ich gerne ein Update anfordern. Des Weiteren würde ich umausführliche Anleitung zu neue Funktionen bitten. Freundliche Grüße, Olsen IT GmbH

Kunden-Nr.: 12948755"
2,"Subcategory:Smart-Ladestation ~ Subject:Unable to Operate Smart Charging Station After Firmware Update ~ Email:Dear Support Team, After a recent firmware update, my Smart Charging Station no longer powers up. It is critical for my electric vehicle. I have tried resetting and followed the troubleshooting guide but with no success. Urgent assistance is required. My client number: 083429FEB. Please help."
1,"Subcategory:Customer Relationship Management ~ Subject:URGENT: CRM Software Not Starting - Critical for Operations ~ Email:Hello, Our CRM software has stopped working and cannot be started. This has ground our sales operations to a halt. Assistance needed immediately to restore functionality."
1,"Subcategory:Vehicle Tracking ~ Subject:Vehículo fuera de seguimiento ~ Email:Hola equipo de soporte, tengo un problema grave con su software Vehicle Tracking. Literalmente dependemos de ello, pero ha dejado de rastrear todos nuestros vehículos hoy. Necesitamos arreglarlo lo más rápido posible o podríamos enfrentar serios problemas de servicio."
1,"Subcategory:Inventor ~ Subject:Anfrage: Update auf Inventor 2023 ~ Email:Sehr geehrtes Support-Team, ich benötige ein Update meiner Inventor-Software auf die neueste Version. Bitte lassen Sie mir die Details zukommen. Danke!"
1,"Subcategory:Signal ~ Subject:Mise à jour nécessaire pour nouvelle version Signal ~ Email:Bonjour, j'utilise votre logiciel Signal et j'ai remarqué un bug récurrent. Mon appareil présente un petit défaut et j'aurais besoin d'une mise à jour vers la version la plus récente pour le résoudre. Pourriez-vous également me fournir une facture mentionnant la mise à jour? Merci, Cordialement."
1,Subcategory:Stellar ~ Subject:Bug when Updating to Stellar 3.5 ~ Email:I've noticed a minor bug while updating to Stellar 3.5. Some features are not working as expected. Please advise.
1,"Subcategory:TYPO3 ~ Subject:TYPO3 Backend nicht erreichbar - Soforthilfe benötigt ~ Email:Hallo Support-Team, unser TYPO3-Backend ist plötzlich nicht mehr erreichbar, wir erhalten nur einen 500er-Fehler. Unser Shop-System hängt an der Webseite, wir verlieren aktuell Umsätze. Dringende Behebung benötigt! Bestellnummer: SOFT-34211. Vielen Dank!"
1,Subcategory:LinkedIn Ads ~ Subject:URGENT: LinkedIn Ads Hacked - Immediate Assistance Needed ~ Email:Our LinkedIn Ads account seems hacked; all campaigns disrupted. Immediate help required!
0,"Subcategory:Staff Development ~ Subject:Consulta de desarrollo de personal ~ Email:Hola equipo, necesito una propuesta para el desarrollo de software para nuestro equipo de desarrollo interno. Hemos detectado ciertos bugs y queremos una actualización completa a la nueva versión. Gracias."
2,"Subcategory:4K-Webcam ~ Subject:Problema menore con webcam 4K ~ Email:Hola, mi nombre es Javier Rodríguez y estoy teniendo un pequeño problema con mi webcam 4K reciente, algunas funcionalidades no parecen estar respondiendo correctamente."
1,"Subcategory:Bancor Network Token ~ Subject:Bancor Network Token - Urgent Security Update Required ~ Email:Hi Team,

I've discovered a critical security vulnerability in the Bancor Network Token application that could allow unauthorized access to user accounts. This issue needs immediate attention as it poses significant risks to all users. Can you please provide a hotfix and additional instructions on securing our system?

Thank you,
Alex Manning (Cust. no. 332112)"
0,"Subcategory:Training ~ Subject:Request for Training Program Proposal ~ Email:Dear Support Team,

Our company is considering staff development initiatives and we are interested in a training program for our employees. Could you please send us a detailed proposal and quote for a software development training session? We need this for 10 people.

Thanks,
Alex Müller"
1,Subcategory:SMS Marketing ~ Subject:Kleine Änderung bei Adresse Rechnung ~ Email:Könnt ihr meine neue Adresse auf die nächste Rechnung schreiben?
2,Subcategory:Robot Mop ~ Subject:Robot Mop ne s'allume pas - Besoin urgent d'aide ! ~ Email:J'ai récemment acheté un Robot Mop auprès de votre site et il ne s'allume plus du tout. J'ai essayé plusieurs prises de courant mais rien ne fonctionne. Je comptais sur ce robot pour l'entretien avant une grande réception ce weekend. Pouvez-vous m'aider en urgence ? Mon numéro client est 29874 et l'ID de commande est RM123987.
1,"Subcategory:Nero Burning ROM ~ Subject:Nero Burning ROM startet nicht – dringend ~ Email:Hilfe, mein Nero Burning ROM startet plötzlich nicht mehr! Ich nutze es täglich für Kundenprojekte und brauche dringend eine Lösung. Können Sie mir bitte schnell helfen?"
0,"Subcategory:Labor Law ~ Subject:Angebot zur Softwareentwicklung Anequiry für neues Cloud-Tool ~ Email:Liebes Softoft-Team,
wir sind an einem Angebot für die Entwicklung eines neuen Cloud-Tools interessiert. Unser Ziel ist es, die Arbeitsprozesse in unserer Buchhaltungsabteilung zu vereinfachen. Auch mögliche Rechtsfragen im Zusammenhang mit dem Arbeitsrecht müssten berücksichtigt werden. Bitte schicken Sie uns ein ausführliches Angebot.Geht das?"
1,"Subcategory:Perl 5.32 ~ Subject:Error en Perl 5.32 - Problema al ejecutar script ~ Email:Hola, he encontrado un bug en Perl 5.32 al ejecutar mi script. ¿Podrían ayudarme a resolverlo?"
0,"Subcategory:Product Inquiries ~ Subject:Necesito urgente el historial de transacciones ~ Email:Hola equipo. Necesito obtener urgentemente una copia completa del historial de transacciones de mi cuenta comercial por motivos fiscales. Es muy importante para mí, ya que Hacienda me ha solicitado los datos para una auditoría inesperada. Por favor, háganlo lo antes posible."
1,Subcategory:LibreOffice ~ Subject:Actualización necesaria en LibreOffice ~ Email:Me he dado cuenta de un error en LibreOffice. ¿Podría solucionarlo?
1,"Subcategory:JIRA ~ Subject:Dringend: JIRA lässt sich nicht starten ~ Email:Hallo Support-Team, ich habe ein großes Problem mit JIRA. Die Software lässt sich plötzlich nicht mehr starten, und ich benötige sie dringend für die Kundenverwaltung. Die Fehlermeldung lautet 'Startup failed'. Ich habe bereits zweimal neu installiert, aber ohne Erfolg. Brauche dringend Hilfe!"
1,"Subcategory:LearnDash ~ Subject:Cambio menor en la próxima factura ~ Email:Hola Equipo de Soporte, Espero que estén bien. Me gustaría solicitar un pequeño cambio en mi próxima factura de la herramienta LearnDash: por favor, incluyan 'Grupo Digital S.A.' en lugar de 'Digital SA'. También, me pregunto si sería posible recibir alguna cotización actualizada de los servicios adicionales para mis futuros proyectos. No es urgente, tómense su tiempo. ¡Muchas gracias por su ayuda! Atentamente, Miguel"
1,"Subcategory:Student Information System ~ Subject:URGENTE: El sistema SIS no carga - Necesito acceso inmediato ~ Email:Hola soporte, el Sistema de Información Estudiantil no carga. Tengo una carga importante de datos hoy, necesito ayuda urgente."
1,"Subcategory:Deep Learning ~ Subject:URGENT: Deep Learning software issue - Unable to launch ~ Email:Hi Support Team, I urgently need assistance with my Deep Learning software. It suddenly crashed and won't start up again. I'm currently working on a critical project with a tight deadline and need it resolved immediately. Please contact me ASAP as my work is on hold due to this."
0,"Subcategory:Payments ~ Subject:Cambio de nombre en la próxima factura ~ Email:Hola equipo, recientemente noté un pequeño error en suscripciones fallidas de mi software. Ya que no es urgente, me preguntaba si podrían poner el nombre 'Innovaciones Sol Naciente S.A.' en la próxima factura. Gracias por su excelente trabajo. Podría necesitar una oferta nueva pronto."
2,"Subcategory:DAS ~ Subject:DAS Gerät funktioniert unregelmäßig ~ Email:Guten Tag,
Ich habe vor kurzem das DAS Gerät bei Ihnen erworben und mir ist aufgefallen, dass es gelegentlich nicht wie erwartet funktioniert. Oftmals reagiert es nicht auf meine Eingaben. Können Sie ein Update zur Verfügung stellen oder mir helfen, das Problem zu beheben?
Vielen Dank!"
0,"Subcategory:Software Issues ~ Subject:Soucis urgents avec la facture ~ Email:Bonjour, j'ai besoin immédiatement d'une copie de ma dernière facture pour meine Geräte. Ich kann sie im Customer Dashboard nicht finden und meine Deadline kommt veszélyes Sicherheitsprobleme aufgetreten. Plan alárend schon frische Update."
0,"Subcategory:Supplier Invoices ~ Subject:Unbeantwortete Support-E-Mail ~ Email:Liebes Support-Team, ich schreibe Ihnen wegen eines kleinen Fehlers, den ich in unserer Abrechnungssoftware entdeckt habe. Zudem habe ich eine frühere Anfrage zu Lieferantenrechnungen gestellt, die leider noch nicht beantwortet wurde. Könnten Sie dies bitte überprüfen? Vielen Dank."
1,"Subcategory:Inventor ~ Subject:Anfrage: Angebot für Software-Entwicklung mit Inventor ~ Email:Sehr geehrtes Team, wir sind auf der Suche nach einem neuen Softwarepartner, der uns bei der Entwicklung von Tools und Anwendungen mit Inventor unterstützt. Könnten Sie uns bitte ein Angebot für die Software-Entwicklung zusenden? Eine Rechnung wäre auch nötig. Vielen Dank!"
2,"Subcategory:Palo Alto Networks PA-220 ~ Subject:Issue with Palo Alto Networks PA-220 - Slow Performance ~ Email:Hi Support Team, I'm using a Palo Alto Networks PA-220, and I've noticed that it's been performing slowly recently. I've tried rebooting the device, but that hasn't helped. Could you please check if there's any known issue or update for this device?"
1,"Subcategory:Twitch Studio Beta ~ Subject:Critical Issue: Unable to Launch Twitch Studio Beta ~ Email:I've been using Twitch Studio Beta without problems until today. Now, the software won't open at all. I rely on this software for my regular streams and it's crucial for my channel. Tried reinstalling but nothing worked. Need urgent assistance as I have an important stream scheduled tonight. Account: user93282, OS: Windows 10, Version: 2.4.5."
1,"Subcategory:Speech Recognition ~ Subject:Problema urgente con Reconocimiento de Voz ~ Email:Hola equipo de soporte, mi software de Reconocimiento de Voz dejó de funcionar de repente. ¡Es esencial para mi trabajo diario y necesito ayuda inmediatamente para arreglarlo! Sin él no puedo completar mis tareas y esto afecta mi productividad. Gracias por su pronta atención."
0,"Subcategory:Supplier Invoices ~ Subject:Update auf Software-Version angefragt ~ Email:Sehr geehrtes Support-Team, unser aktuell genutztes System scheint einen Bug zu haben, der immer auftritt, wenn wir auf eine bestimmte Transaktion zugreifen. Jahrelang war alles in Ordnung, nun benötigen wir zeitnah ein Update auf die neueste Version. Zudem hätten wir gerne dazu die aktuellste Rechnung. Konnten Ihre letzten Mails diesbezüglich vielleicht nicht zugestellt werden. Mit den besten Grüßen, Max Mustermann"
1,"Subcategory:Amazon Advertising ~ Subject:Bug reported in Amazon Advertising software ~ Email:Hi Support Team, I'm writing to report a minor bug in the Amazon Advertising software. Recently, I've noticed that some ads are not displaying correctly. Could you please look into this issue? My account number is 534892. Additionally, can you provide an invoice for the latest transaction? Thanks in advance, Jane"
2,"Subcategory:3D Scanner ~ Subject:Complaint: Unresponsive customer support for 3D Scanner ~ Email:Dear support team, I have sent multiple emails about issues with my 3D Scanner's software without receiving any response. Could you please address this matter urgently? I need precise scanning for an ongoing project."
1,"Subcategory:Canadian Web Hosting ~ Subject:Angebotsanfrage - Software-Entwicklung ~ Email:Hallo, ich interessiere mich für die Entwicklung individueller Software-Lösungen mit Canadian Web Hosting. Angebot möglich?"
1,Subcategory:Live Chat ~ Subject:Urgent! Live Chat not connecting - Need immediate resolution ~ Email:Our Live Chat service isn't connecting for users. We need it functional ASAP due to high client engagement today.
1,"Subcategory:Route Planning ~ Subject:Route Planning software - Critical Error: Application won’t start ~ Email:Dear Support Team, I am unable to launch my Route Planning software, which I rely on daily. The application crashes every time I attempt to open it. As a logistics planner, I urgently need this software for my day-to-day tasks. Please resolve this issue as soon as possible. Thank you."
0,"Subcategory:General ~ Subject:Solicitud de actualización de software y problema menor reportado ~ Email:Hola, soy un cliente nuevo y necesito una actualización de la versión de software actual. Además, quisiera informar de un pequeño error que encontré y solicitar una cotización para un proyecto de desarrollo de software personalizado. Agradezco la pronta respuesta."
1,"Subcategory:Google Chrome ~ Subject:Update für Google Chrome? ~ Email:Guten Tag, kann ich ein Chrome Update erhalten?"
0,"Subcategory:Returns ~ Subject:Request for Invoice Update ~ Email:Hi Team,
I recently received an invoice (#INV-12345) for my last order. I need to request a small name change on the billing statement to reflect our updated company name. There's no rush, take your time. Additionally, could you let me know if an offer for our next purchase might be possible? Thanks!"
0,"Subcategory:Access Rights ~ Subject:Solicitud de desarrollo de software y derechos de acceso ~ Email:Hola, soy nuevo cliente y necesito una oferta para el desarrollo de una nueva aplicación para gestión interna. Además, me he dado cuenta de que algunos de mis empleados no tienen los derechos de acceso necesarios en nuestro sistema IT. Nos podrían ayudar también con esto? Muchas gracias."
2,"Subcategory:VR-Controller ~ Subject:URGENT: VR-Controller won't power on! ~ Email:Hi Support Team, I recently bought VR-Controllers from you and suddenly they won’t power on. I've tried charging them and resetting, but nothing works! Could you help urgently as I need them for a live demo?"
0,"Subcategory:Feedback ~ Subject:Solicitud de actualización de factura ~ Email:Hola equipo, Quería ver la posibilidad de que la próxima factura incluya el nombre de nuestra empresa actualizado. Actualmente no es urgente, pero sería conveniente realizar este ajuste, ¿sería posible? Gracias por su atención."
2,"Subcategory:Grafikkarte ~ Subject:Hardware Issue: Graphics Card Malfunction ~ Email:Hello Support Team,
I have been experiencing an issue with my graphics card. It's randomly shutting down during high-performance tasks. Could you provide any steps for troubleshooting or do I need to consider a replacement?
Thanks,
Matt"
1,Subcategory:Data Privacy ~ Subject:Data Privacy - Kritischer Bug erlaubt unautorisierten Zugriff ~ Email:Seit dem letzten Update kann jeder auf unsere sensible Daten zugreifen! Dringend ein Fix oder Anleitung zum Rücksetzen der Version benötigt.
1,"Subcategory:Revenue Management ~ Subject:Revenue Management Software critical issue - Unable to process transactions ~ Email:Hi, I'm using the Revenue Management software and suddenly I can't process any transactions. This is highly critical since it's affecting our daily operations and customer billing. I urgently need help to resolve this issue as soon as possible to avoid any revenue loss. Please assist immediately."
0,"Subcategory:Payroll ~ Subject:Demande de modification de la facture ~ Email:Bonjour, je voudrais savoir s'il est possible de faire une petite modification sur ma dernière facture. Le nom de l'entreprise doit être mis à jour. De plus, pourriez-vous svp me conseiller sur un éventuel passage à une version ultérieure de votre logiciel de comptabilité ? Merci beaucoup pour votre aide à l'ensemble de votre team."
1,"Subcategory:Code Editor ~ Subject:Code Editor: Update Request and Bug Found ~ Email:Dear Support Team, I'm using your Code Editor and recently found a minor bug that causes the editor to freeze occasionally when opening large files. Also, could you please guide me on how to update to the latest version? My user ID is 48294. Looking for a swift fix."
0,"Subcategory:Contract Law ~ Subject:Inquiry & Complaint regarding Software Development Proposal ~ Email:Hello, I had earlier requested a quote for software development based on contract law digestion. However, I have not received any response in the past two weeks. I am concerned as deadlines are approaching and I need clarity to proceed. Please address my query urgently."
1,Subcategory:Machine Learning Framework ~ Subject:Update Request for ML Framework ~ Email:Could you please provide an update for the Machine Learning Framework? I've noticed a bug.
2,"Subcategory:CyberPower CP1500PFCLCD UPS ~ Subject:Problema con CyberPower CP1500PFCLCD UPS ~ Email:Hola, estoy usando un CyberPower CP1500PFCLCD UPS y he notado que a veces se apaga sin razón aparente. Ya revisé las conexiones y el manual, pero no he encontrado una solución. ¿Podríais ayudarme a resolver este problema? ¡Gracias!"
1,Subcategory:Apache Cassandra ~ Subject:Apache Cassandra: Upgrade request and identified bug ~ Email:I noticed a bug while using Apache Cassandra and would like to request an upgrade to the latest version as soon as possible. Thanks!
1,"Subcategory:Marketing Automation ~ Subject:Software Update Assistance: Marketing Automation v2.3 ~ Email:Hi Support Team, I need help updating our Marketing Automation software to the latest version. We encountered a minor bug that's affecting our outreach campaigns."
1,"Subcategory:Transaction Monitoring ~ Subject:Transaction Monitoring software not accessible - Urgent! ~ Email:Dear Support Team, I've encountered a significant issue with the Transaction Monitoring software. It's completely inoperable; I cannot access it at all. This situation impacts my daily operations, and immediate assistance is needed. Is there a way to urgently fix this? If required, a remote session can be arranged."
1,"Subcategory:Pluralsight ~ Subject:Pluralsight Software Bug ~ Email:Hello Support, I recently encountered a bug in the new Pluralsight update where the video player freezes randomly. Can you please investigate this issue and let me know once it gets fixed? Thanks."
1,"Subcategory:Google Cloud Platform (GCP) ~ Subject:Problema grave - Google Cloud Platform comprometido ~ Email:Querido Soporte, mi cuenta de Google Cloud Platform parece haber sido comprometida y recibir ataques. He notado actividad inusual en nuestros servidores. Necesitamos ayuda urgente para resolver esto."
1,"Subcategory:ActiveMQ ~ Subject:Problema urgente con Apache ActiveMQ - Fallo de arranque ~ Email:Hola equipo de soporte, tengo un problema urgente con nuestra instancia de Apache ActiveMQ. No se inicia y necesitamos esta herramienta para nuestras operaciones diarias críticas. He intentado reiniciar el servidor varias veces, sin éxito. Requiero asistencia inmediata para resolver este problema lo antes posible. Adicionalmente intentamos: reinstalacion. Muchas gracias."
0,"Subcategory:Network Issues ~ Subject:Change of Address for Next Invoice ~ Email:Dear Support Team, I would like to request a small change in the address listed on my next invoice. Could you please update it to 789 Corporate Lane, Suite 101, Houston, TX 77002? There's no hurry with this; just whenever it's convenient for you. Many thanks for your assistance. Best regards, Emily Johnson"
0,"Subcategory:Labor Law ~ Subject:Dringende Rechtsfrage - Arbeitsrecht ~ Email:Sehr geehrtes Support-Team, ich brauche dringend Beratung zum Arbeitsrecht und rechtlichen Fragen zu einem Projektvertrag."
0,"Subcategory:Security Inquiries ~ Subject:Security Bug in New Update ~ Email:Dear Support, after updating our software, we've encountered a small security bug. Could you please provide a workaround or patch for this issue? Thanks."
0,"Subcategory:Payroll ~ Subject:Payroll System: Incorrect Salary Calculation in September ~ Email:Hello, I've noticed incorrect salary calculations in the Employee Payroll System for September. Kindly assist."
1,"Subcategory:PancakeSwap V2 ~ Subject:Kundenkennzeichnung in neuer Rechnung anpassen? ~ Email:Guten Tag liebes Support Team, ich hoffe, Ihnen geht es gut. Ich have eine kleine Anfrage, ob es möglich ist, bei meiner nächsten Rechnung für die Verwendung von PancakeSwap V2 einen anderen Unternehmensname anzugeben? Ich habe es nicht eilig damit, aber ich wollte es schon mal anfragen. Freundlicher Gruß."
1,"Subcategory:Weebly ~ Subject:URGENT: Weebly Access Blocked Post Security Update ~ Email:Hello, I urgently need help. After the recent Weebly security update, I can't access my website builder. My business depends on this. Please resolve this ASAP. Thanks!"
1,"Subcategory:Cardano ~ Subject:Sicherheitsproblem - Dringender Updatebedarf für Cardano ~ Email:Hallo Support-Team, ich habe eine kritische Sicherheitslücke in der Software Cardano entdeckt und benötige dringend ein Update, da unser gesamtes Netzwerk gefährdet sein könnte. Bitte um schnelle Antwort."
0,"Subcategory:Workplace Safety ~ Subject:Change Name on Upcoming Invoice ~ Email:Can you please change the company name on my next invoice to 'Smithson Corp'? Appreciate the assistance. Not urgent, just whenever you get a chance."
2,"Subcategory:External Hard Drive ~ Subject:Request for Minor Update on External Hard Drive ~ Email:Hi Support Team, I've noticed that my external hard drive occasionally has minor delays when accessing files. It's not urgent, but could a firmware update help by chance? Additionally, I was wondering if a future invoice could reflect the name of my new company, BrightTech. Thanks!"
1,"Subcategory:System Utilities ~ Subject:Critical Security Issue with System Utilities ~ Email:Dear Support,
I've discovered a severe security vulnerability in your System Utilities software. Hackers can easily exploit it, compromising data on our central server, which is running pivotal operations. We urgently need a security patch to protect our systems. Please address this issue immediately.
Best,

Jon Doe"
1,"Subcategory:Debugger ~ Subject:Consulta sobre posible próximo cambio en la factura ~ Email:Hola, he probado su software Debugger y funciona bastante bien para lo que necesito. Tengo una consulta. ¿Podrían cambiar el nombre de la empresa en la próxima factura a 'Tecnologías Bell'? No es urgente, pero quería saber si es posible. ¡Gracias!"
1,"Subcategory:Balancer ~ Subject:Anfrage zur neuen Version von Balancer ~ Email:Guten Tag,

ich verwende die Software Balancer und benötige ein Update auf die neueste Version, da mir ein Bug in der aktuellen Fassung aufgefallen ist. Mein Gerät hat einen kleinen Fehler und ich vermute, dass das Update dies beheben könnte. Können Sie mir bitte eine Anleitung zum Update zukommen lassen? Außerdem hätte ich gerne eine Kopie der Rechnung für die ursprüngliche Software.

Danke und Grüße,
Max Mustermann"
1,"Subcategory:Telemedicine ~ Subject:Dringend: Sicherheitslücke in Telemedicine 4.3.1 entdeckt ~ Email:Sehr geehrtes Support-Team, ich habe eine ernste Sicherheitslücke in unserer derzeit genutzten Software Telemedicine 4.3.1 entdeckt. Diese Schwachstelle könnte sensible Patientendaten gefähren, wodurch ihr Einsatz derzeit unsicher ist. Bitte senden Sie umgehend ein kritisches Sicherheitsupdate oder eine Anleitung zur Verbesserung der Sicherheitslage."
